temp,avg,max
body temp,80.3204,97
body temp,80.5944,98
body temp,80.5754,96
body temp,80.456,98
body temp,80.649,98
body temp,80.6355,97
body temp,80.7673,98
body temp,81.0061,97
body temp,80.7803,97
body temp,80.5465,97
body temp,80.3186,96
body temp,80.612,97
body temp,80.6339,98
body temp,80.6135,99
body temp,80.4893,97
body temp,80.0197,97
body temp,80.5157,97
body temp,80.5695,99
body temp,80.6741,98
body temp,80.6326,97
body temp,80.0627,97
body temp,80.5027,97
body temp,80.5992,97
body temp,80.6189,97
body temp,80.4021,97
body temp,80.6096,98
body temp,79.921,96
body temp,80.8821,98
body temp,80.9258,97
body temp,80.3511,97
body temp,80.1601,97
body temp,81.0195,98
body temp,80.8721,97
body temp,80.3214,98
body temp,80.4294,98
body temp,80.7244,98
body temp,80.549,98
body temp,80.8242,98
body temp,80.7458,98
body temp,80.2214,98
body temp,80.6733,97
body temp,80.6658,97
body temp,80.5216,99
body temp,80.5492,97
body temp,80.1314,97
body temp,80.7676,98
body temp,80.9563,98
body temp,80.5674,97
body temp,80.9616,97
body temp,80.6846,98
body temp,80.3521,97
body temp,80.6095,98
body temp,80.7911,98
body temp,80.4995,98
body temp,80.6892,98
body temp,80.3778,97
body temp,80.6607,97
body temp,80.6511,98
body temp,80.5658,99
body temp,80.1228,97
body temp,80.3784,97
body temp,80.4779,97
body temp,80.4168,97
body temp,80.8255,98
body temp,80.6459,99
body temp,79.9956,98
body temp,80.6823,99
body temp,80.6673,98
body temp,80.6863,98
body temp,79.9959,99
body temp,80.4494,98
body temp,80.5475,98
body temp,80.5696,97
body temp,80.4548,97
body temp,80.1344,98
body temp,80.0383,97
body temp,80.5976,98
body temp,80.3376,97
body temp,80.6807,98
body temp,80.3581,98
body temp,79.7383,97
body temp,80.3754,99
body temp,80.489,98
body temp,80.0289,98
body temp,79.8851,97
body temp,79.7556,97
body temp,79.7907,98
body temp,79.6627,97
body temp,79.8734,96
body temp,79.632,97
body temp,79.928,97
body temp,79.9014,97
body temp,79.3631,97
body temp,79.8308,98
body temp,79.7286,99
body temp,79.8382,100
body temp,79.7636,97
body temp,79.3254,97
body temp,79.2836,96
body temp,79.3748,97
body temp,79.5502,98
body temp,79.1779,96
body temp,79.3752,97
body temp,78.8792,95
body temp,79.5561,97
body temp,79.7372,96
body temp,79.4332,98
body temp,79.3472,96
body temp,78.9816,96
body temp,79.6489,97
body temp,79.4351,96
body temp,79.0111,97
body temp,79.441,97
body temp,79.2496,97
body temp,79.2629,96
body temp,79.1106,97
body temp,78.8122,97
body temp,79.4419,97
body temp,79.4078,96
body temp,79.1434,96
body temp,79.1838,97
body temp,78.9365,95
body temp,79.4641,98
body temp,79.1962,97
body temp,79.3955,98
body temp,78.6475,96
body temp,79.2358,96
body temp,79.2916,96
body temp,79.3708,98
body temp,79.3507,98
body temp,78.846,96
body temp,79.5177,97
body temp,79.4928,97
body temp,79.3391,97
body temp,79.2094,97
body temp,79.1957,98
body temp,79.7469,97
body temp,79.4971,97
body temp,78.8833,96
body temp,79.5605,97
body temp,79.489,98
body temp,79.4406,98
body temp,79.2981,98
body temp,79.0895,97
body temp,79.6074,97
body temp,79.5292,97
body temp,79.49,96
body temp,79.4784,97
body temp,79.1688,97
body temp,79.0761,97
body temp,79.4851,97
body temp,79.7241,100
body temp,79.5178,98
body temp,79.4908,98
body temp,78.993,97
body temp,79.8022,98
body temp,79.4886,98
body temp,79.8917,99
body temp,79.9019,99
body temp,79.3872,99
body temp,79.2669,97
body temp,79.6812,96
body temp,79.9404,98
body temp,80.0394,98
body temp,79.5251,99
body temp,79.6481,99
body temp,79.4717,98
body temp,78.7413,96
body temp,79.4135,97
body temp,79.4673,97
body temp,79.2622,97
body temp,79.2947,97
body temp,79.3908,97
body temp,78.7273,96
body temp,79.5848,99
body temp,79.3502,98
body temp,79.3429,97
body temp,78.9457,97
body temp,78.8611,97
body temp,79.0388,99
body temp,79.3737,97
body temp,79.2895,97
body temp,79.1724,96
body temp,78.6966,97
body temp,78.8472,97
body temp,78.8454,96
body temp,79.0991,98
body temp,79.0989,97
body temp,78.743,96
body temp,78.9281,97
body temp,79.0839,99
body temp,78.7168,98
body temp,78.6819,99
body temp,78.9784,97
body temp,79.1052,98
body temp,78.9396,98
body temp,78.7097,97
body temp,78.4407,95
body temp,69.4473,75
body temp,78.7496,97
body temp,78.4589,96
body temp,78.9346,98
body temp,78.4853,96
body temp,78.2561,96
body temp,78.902,97
body temp,78.2926,95
body temp,78.424,96
body temp,78.6108,96
body temp,78.0068,95
body temp,78.319,96
body temp,78.4478,96
body temp,78.4127,97
body temp,78.2173,95
body temp,78.3094,96
body temp,77.3748,97
body temp,68.757,75
body temp,78.1993,95
body temp,69.792,75
body temp,77.811,96
body temp,69.4526,75
body temp,78.1371,95
body temp,77.4674,97
body temp,69.3587,75
body temp,77.5172,95
body temp,69.9741,75
body temp,78.058,95
body temp,78.1466,97
body temp,78.0923,94
body temp,69.3839,75
body temp,77.3859,95
body temp,69.5807,75
body temp,77.463,95
body temp,69.1354,75
body temp,77.7223,95
body temp,69.266,75
body temp,78.2364,95
body temp,69.5913,75
body temp,77.9442,96
body temp,69.1877,75
body temp,77.5753,95
body temp,68.9191,75
body temp,77.5019,95
body temp,69.567,75
body temp,77.7273,94
body temp,68.9348,75
body temp,77.6276,94
body temp,69.7474,75
body temp,77.4125,94
body temp,69.1667,74
body temp,77.7563,97
body temp,69.0873,74
body temp,78.1781,97
body temp,69.2292,75
body temp,77.7952,94
body temp,69.5625,75
body temp,77.6444,95
body temp,77.5746,95
body temp,69.6439,75
body temp,78.181,95
body temp,68.7293,75
body temp,77.957,96
body temp,78.3011,96
body temp,78.0272,98
body temp,69.8561,74
body temp,77.5493,94
body temp,77.3905,95
body temp,69.3735,75
body temp,78.0094,96
body temp,78.0192,95
body temp,69.4986,75
body temp,77.816,95
body temp,69.9219,75
body temp,77.9372,96
body temp,69.6846,74
body temp,78.6265,96
body temp,69.587,75
body temp,78.1361,95
body temp,77.9557,95
body temp,78.0912,97
body temp,78.1373,96
body temp,78.0484,95
body temp,78.0083,96
body temp,69.8369,75
body temp,78.3855,97
body temp,78.0046,96
body temp,78.4994,96
body temp,78.5441,96
body temp,77.9944,95
body temp,78.207,97
body temp,78.418,96
body temp,78.5579,96
body temp,78.6287,97
body temp,77.9436,96
body temp,69.3336,75
body temp,78.8989,97
body temp,78.7251,96
body temp,79.0025,97
body temp,78.7924,96
body temp,78.481,95
body temp,78.9835,98
body temp,79.1914,96
body temp,78.9977,98
body temp,78.8836,97
body temp,79.0615,97
body temp,78.9863,98
body temp,78.9605,97
body temp,79.1051,97
body temp,78.9056,96
body temp,78.7671,95
body temp,78.8696,96
body temp,79.4155,98
body temp,79.2029,97
body temp,79.152,97
body temp,79.1669,98
body temp,78.9604,98
body temp,79.1159,98
body temp,79.3127,98
body temp,79.2461,99
body temp,78.7221,97
body temp,79.1277,98
body temp,79.2348,98
body temp,79.5717,97
body temp,79.3466,97
body temp,78.3892,96
body temp,79.5246,98
body temp,79.5437,97
body temp,79.3785,97
body temp,79.0956,98
body temp,79.2108,97
body temp,79.4739,97
body temp,79.4989,99
body temp,79.7014,97
body temp,79.5485,97
body temp,78.9091,98
body temp,79.3576,98
body temp,79.7354,98
body temp,79.2306,98
body temp,79.3881,97
body temp,78.949,97
body temp,79.9426,98
body temp,79.6225,99
body temp,79.4578,98
body temp,79.7081,98
body temp,79.278,98
body temp,79.3238,97
body temp,79.8948,98
body temp,79.6393,99
body temp,79.4586,98
body temp,79.619,98
body temp,79.0053,96
body temp,79.4076,97
body temp,79.6564,97
body temp,79.4505,97
body temp,79.1161,97
body temp,79.2858,97
body temp,79.4488,97
body temp,79.4024,97
body temp,79.1959,96
body temp,78.7436,98
body temp,79.0528,98
body temp,78.8317,96
body temp,79.0134,96
body temp,79.1275,98
body temp,78.5819,96
body temp,79.3668,97
body temp,79.2659,97
body temp,79.2382,96
body temp,78.8898,97
body temp,78.8778,96
body temp,78.8611,96
body temp,79.055,96
body temp,79.1868,98
body temp,79.289,97
body temp,79.3919,97
body temp,78.746,97
body temp,79.0423,98
body temp,79.1252,97
body temp,79.4041,97
body temp,79.142,97
body temp,78.5395,96
body temp,79.114,97
body temp,79.1941,97
body temp,79.3671,99
body temp,79.2627,97
body temp,79.0179,98
body temp,79.4015,98
body temp,78.6541,96
body temp,79.3561,98
body temp,79.2073,98
body temp,79.2387,99
body temp,79.1998,98
body temp,78.6998,97
body temp,79.1722,97
body temp,79.5483,97
body temp,79.3753,97
body temp,79.2934,97
body temp,79.2003,98
body temp,78.6156,96
body temp,79.1056,96
body temp,78.9676,97
body temp,79.0939,98
body temp,79.0017,96
body temp,78.5044,96
body temp,79.2987,96
body temp,79.0461,97
body temp,79.1763,97
body temp,78.6206,97
body temp,79.309,97
body temp,79.2174,97
body temp,78.9475,97
body temp,79.1269,97
body temp,78.4818,96
body temp,79.2424,96
body temp,79.0655,98
body temp,78.7933,97
body temp,78.9185,97
body temp,78.6043,96
body temp,78.8142,98
body temp,78.8276,98
body temp,78.9195,97
body temp,78.6664,96
body temp,78.796,97
body temp,78.1924,97
body temp,79.1246,97
body temp,78.5558,97
body temp,78.5853,97
body temp,78.0826,95
body temp,78.7799,96
body temp,78.6087,97
body temp,78.6391,96
body temp,78.2804,96
body temp,78.3426,96
body temp,78.4077,96
body temp,78.6436,97
body temp,78.2598,96
body temp,77.8804,95
body temp,78.358,97
body temp,78.2858,96
body temp,78.0891,95
body temp,77.8969,97
body temp,78.267,95
body temp,78.1843,95
body temp,78.2167,95
body temp,78.2417,95
body temp,78.0184,97
body temp,78.0467,96
body temp,78.3106,96
body temp,78.5532,97
body temp,78.3664,97
body temp,77.3896,96
body temp,78.268,97
body temp,78.2119,96
body temp,77.9704,97
body temp,77.8433,96
body temp,77.9243,94
body temp,78.093,94
body temp,78.1763,95
body temp,77.9487,95
body temp,77.6455,94
body temp,77.9237,95
body temp,77.7959,96
body temp,77.9472,97
body temp,77.8591,96
body temp,77.6819,96
body temp,69.3637,75
body temp,77.6688,94
body temp,77.7495,97
body temp,77.7996,95
body temp,77.5385,95
body temp,69.6254,75
body temp,77.2132,96
body temp,77.6086,94
body temp,69.4014,74
body temp,77.6694,96
body temp,77.7832,95
body temp,77.6985,95
body temp,77.7124,95
body temp,77.3214,95
body temp,69.2604,74
body temp,77.6615,95
body temp,77.5737,95
body temp,77.6924,96
body temp,69.5614,75
body temp,77.4934,95
body temp,77.5435,95
body temp,68.823,75
body temp,77.6619,95
body temp,69.3436,75
body temp,77.4739,95
body temp,77.7848,94
body temp,77.4644,97
body temp,69.0294,75
body temp,77.2132,95
body temp,69.4264,75
body temp,78.3309,94
body temp,69.0756,74
body temp,78.4397,95
body temp,77.1528,94
body temp,77.962,95
body temp,77.0973,94
body temp,69.2682,75
body temp,77.3951,95
body temp,69.2718,75
body temp,77.4312,95
body temp,69.2583,75
body temp,77.9396,95
body temp,69.5726,75
body temp,77.3327,95
body temp,69.3797,75
body temp,77.43,95
body temp,69.1896,75
body temp,77.9622,94
body temp,68.7921,75
body temp,77.4885,93
body temp,69.066,75
body temp,77.2179,95
body temp,68.9903,75
body temp,77.5897,96
body temp,69.1294,75
body temp,77.4403,95
body temp,69.5982,74
body temp,77.3087,94
body temp,68.4005,75
body temp,76.8476,95
body temp,68.8852,75
body temp,77.1932,95
body temp,69.0326,75
body temp,77.5707,95
body temp,69.0232,75
body temp,77.1429,95
body temp,69.6376,75
body temp,77.1274,94
body temp,69.6122,75
body temp,77.0678,95
body temp,69.5212,75
body temp,77.1547,94
body temp,69.7146,75
body temp,78.3093,95
body temp,68.7807,75
body temp,77.5252,96
body temp,76.7984,94
body temp,69.5995,75
body temp,77.3974,96
body temp,69.333,75
body temp,77.8082,95
body temp,68.9734,75
body temp,78.0194,94
body temp,68.9956,75
body temp,77.0736,95
body temp,69.2925,75
body temp,77.5883,96
body temp,69.5845,75
body temp,77.1338,95
body temp,69.358,74
body temp,77.28,94
body temp,77.4994,94
body temp,68.6734,75
body temp,77.3963,94
body temp,68.669,75
body temp,77.1031,95
body temp,68.9696,75
body temp,77.3264,94
body temp,69.1416,74
body temp,77.0959,96
body temp,68.9021,75
body temp,77.2802,95
body temp,68.9729,75
body temp,78.28,95
body temp,68.4057,75
body temp,77.6962,95
body temp,69.2509,75
body temp,77.2709,94
body temp,69.5283,75
body temp,76.7562,96
body temp,68.8183,75
body temp,77.5544,94
body temp,69.4746,75
body temp,78.6933,94
body temp,68.7365,75
body temp,77.665,94
body temp,68.9144,75
body temp,77.4462,95
body temp,68.9785,75
body temp,77.844,94
body temp,69.3677,75
body temp,78.6415,94
body temp,68.6889,75
body temp,79.1819,94
body temp,68.5289,75
body temp,78.1,94
body temp,68.9543,75
body temp,78.1775,93
body temp,68.6747,75
body temp,77.6503,94
body temp,68.7627,75
body temp,78.9622,93
body temp,67.9087,74
body temp,78.0137,93
body temp,68.7223,75
body temp,77.4718,94
body temp,68.9335,75
body temp,78.3365,94
body temp,68.5604,75
body temp,78.8229,93
body temp,68.4097,74
body temp,79.2393,91
body temp,68.1601,74
body temp,78.5181,94
body temp,68.9574,74
body temp,78.2003,94
body temp,68.6291,75
body temp,77.9366,93
body temp,68.5208,75
body temp,77.2197,95
body temp,68.8478,75
body temp,77.6155,94
body temp,68.457,75
body temp,78.5723,93
body temp,68.3995,74
body temp,78.5258,94
body temp,68.8952,75
body temp,77.6615,93
body temp,68.6656,75
body temp,76.8763,93
body temp,68.881,75
body temp,77.9157,94
body temp,68.8346,75
body temp,78.936,93
body temp,68.579,74
body temp,78.4312,93
body temp,69.0925,75
body temp,78.4022,94
body temp,68.3253,75
body temp,77.3752,94
body temp,68.905,75
body temp,78.0892,94
body temp,68.4457,75
body temp,78.1155,94
body temp,68.5843,74
body temp,77.4939,94
body temp,68.8724,75
body temp,77.588,94
body temp,68.9759,75
body temp,77.2992,94
body temp,68.7986,75
body temp,76.8167,94
body temp,68.9678,75
body temp,78.7263,93
body temp,67.9593,74
body temp,77.4232,94
body temp,68.8939,75
body temp,77.6477,93
body temp,69.144,75
body temp,77.4157,93
body temp,69.5998,75
body temp,77.0415,94
body temp,68.7187,75
body temp,78.1209,93
body temp,68.9324,74
body temp,76.4501,93
body temp,69.3477,74
body temp,76.9463,93
body temp,68.8752,75
body temp,77.2709,96
body temp,68.8371,75
body temp,78.5142,92
body temp,69.0359,75
body temp,79.1268,94
body temp,69.0155,74
body temp,77.3204,93
body temp,68.3681,74
body temp,76.9287,94
body temp,69.0095,75
body temp,77.7046,93
body temp,68.0335,75
body temp,78.7957,93
body temp,68.7567,74
body temp,77.5068,95
body temp,68.4649,75
body temp,78.2821,93
body temp,68.5118,74
body temp,78.174,93
body temp,70.0278,75
body temp,77.8623,95
body temp,69.8799,75
body temp,78.8164,93
body temp,77.6453,94
body temp,77.6336,94
body temp,69.2565,75
body temp,77.6749,95
body temp,69.2655,75
body temp,77.6263,96
body temp,68.9554,75
body temp,76.9693,93
body temp,68.3442,74
body temp,77.2713,89
body temp,67.4689,73
body temp,76.6999,87
body temp,67.4938,74
body temp,75.9238,85
body temp,66.7211,73
body temp,75.3833,87
body temp,67.4974,74
body temp,76.735,87
body temp,67.0303,73
body temp,74.7193,85
body temp,66.659,73
body temp,75.7846,85
body temp,67.2953,73
body temp,76.6997,85
body temp,68.3157,73
body temp,76.4142,85
body temp,67.6851,73
body temp,76.8671,87
body temp,68.3699,73
body temp,77.0696,88
body temp,69.1504,74
body temp,75.9049,85
body temp,69.9474,74
body temp,76.0036,86
body temp,70.1163,75
body temp,75.5741,86
body temp,74.858,87
body temp,77.9602,86
body temp,75.8894,88
body temp,75.5289,87
body temp,75.9241,88
body temp,75.7932,87
body temp,68.7925,75
body temp,75.6752,88
body temp,69.1369,74
body temp,75.6228,88
body temp,69.231,74
body temp,75.9662,88
body temp,68.7176,73
body temp,75.4887,88
body temp,69.2207,75
body temp,75.2846,87
body temp,69.7295,74
body temp,75.9077,87
body temp,69.7247,74
body temp,75.8262,87
body temp,69.1474,74
body temp,75.9986,87
body temp,69.1718,75
body temp,75.2766,89
body temp,70.2989,75
body temp,75.7683,87
body temp,69.9666,75
body temp,75.3857,89
body temp,69.8656,75
body temp,75.7106,89
body temp,75.8503,89
body temp,75.8511,89
body temp,75.645,90
body temp,75.4696,88
body temp,75.4967,88
body temp,75.6621,89
body temp,75.7394,89
body temp,75.5673,89
body temp,75.682,89
body temp,75.4136,88
body temp,69.7802,75
body temp,75.7933,90
body temp,75.7072,89
body temp,75.9878,90
body temp,75.2297,89
body temp,69.8917,75
body temp,75.8984,89
body temp,75.7822,88
body temp,75.2205,89
body temp,69.737,74
body temp,76.0164,90
body temp,75.8948,90
body temp,76.0977,90
body temp,75.6749,89
body temp,75.5898,88
body temp,75.8944,89
body temp,75.1329,88
body temp,69.9325,75
body temp,76.0496,90
body temp,75.8961,89
body temp,76.0498,90
body temp,75.7957,89
body temp,76.1221,89
body temp,75.7657,89
body temp,75.7984,89
body temp,75.8087,88
body temp,75.1129,90
body temp,69.1595,75
body temp,75.6174,89
body temp,76.0447,90
body temp,76.2298,90
body temp,69.2663,74
body temp,76.5319,90
body temp,69.8715,75
body temp,76.2136,90
body temp,69.875,75
body temp,76.3106,90
body temp,69.8485,75
body temp,76.0169,90
body temp,69.6225,75
body temp,76.1713,90
body temp,75.7838,90
body temp,75.014,86
body temp,75.3674,87
body temp,75.7592,86
body temp,70.8723,74
body temp,76.72,88
body temp,76.2546,88
body temp,71.3284,75
body temp,76.4257,88
body temp,70.8789,74
body temp,75.7069,87
body temp,70.7691,74
body temp,74.8703,88
body temp,75.2809,88
body temp,69.7497,74
body temp,74.8228,86
body temp,70.6706,74
body temp,75.1489,87
body temp,69.8838,73
body temp,75.1146,87
body temp,69.9074,73
body temp,74.7856,86
body temp,68.7995,73
body temp,74.9341,85
body temp,69.1287,73
body temp,74.4566,85
body temp,69.7663,73
body temp,75.6784,92
body temp,76.1548,94
body temp,77.5181,94
body temp,77.8147,95
body temp,76.7633,96
body temp,77.1267,97
body temp,77.0978,95
body temp,77.4232,96
body temp,77.8565,98
body temp,78.1615,98
body temp,78.4505,97
body temp,78.2719,95
body temp,78.5644,96
body temp,68.9637,75
body temp,79.1286,96
body temp,68.8834,75
body temp,79.0909,95
body temp,69.7404,74
body temp,79.3592,96
body temp,68.1756,75
body temp,79.2683,96
body temp,69.2376,75
body temp,79.2548,96
body temp,69.1558,75
body temp,78.8862,95
body temp,69.6454,75
body temp,79.2939,97
body temp,79.2287,98
body temp,79.0583,98
body temp,79.0685,97
body temp,79.1121,97
body temp,78.828,97
body temp,78.6377,97
body temp,78.6223,98
body temp,78.5961,97
body temp,78.8774,97
body temp,78.9265,97
body temp,78.8301,97
body temp,78.858,99
body temp,78.2351,97
body temp,78.7488,99
body temp,78.6616,96
body temp,78.7446,97
body temp,78.693,96
body temp,78.4298,96
body temp,78.8155,97
body temp,79.1326,97
body temp,78.8924,97
body temp,78.8298,96
body temp,78.7939,95
body temp,78.9422,96
body temp,79.2602,97
body temp,78.8737,96
body temp,69.5186,74
body temp,78.1597,93
body temp,68.633,74
body temp,75.7537,89
body temp,67.9375,73
body temp,75.2636,89
body temp,69.3098,75
body temp,75.4883,87
body temp,69.8887,75
body temp,75.0406,87
body temp,69.6515,75
body temp,75.387,87
body temp,69.7847,74
body temp,74.8676,87
body temp,70.1756,74
body temp,74.7075,87
body temp,74.8883,88
body temp,69.3146,74
body temp,74.9923,87
body temp,69.3218,74
body temp,75.0483,87
body temp,69.2972,74
body temp,74.448,87
body temp,68.2273,75
body temp,75.2819,87
body temp,68.9302,74
body temp,75.1433,87
body temp,69.2284,74
body temp,74.9623,88
body temp,69.209,74
body temp,74.7343,87
body temp,69.2871,74
body temp,74.6349,87
body temp,68.7434,74
body temp,75.3811,87
body temp,69.3131,74
body temp,74.9837,88
body temp,69.9335,74
body temp,75.0601,88
body temp,69.618,75
body temp,75.3859,88
body temp,69.1735,75
body temp,74.6771,87
body temp,69.51,74
body temp,74.6889,87
body temp,70.1549,74
body temp,74.6746,87
body temp,69.1555,75
body temp,75.2951,89
body temp,69.9723,74
body temp,75.0768,88
body temp,69.3438,75
body temp,74.3841,87
body temp,69.7868,75
body temp,75.7697,89
body temp,75.0797,88
body temp,75.23,88
body temp,70.353,75
body temp,75.2683,88
body temp,75.029,88
body temp,75.8389,88
body temp,74.5287,87
body temp,69.3943,75
body temp,75.0271,87
body temp,69.3573,74
body temp,75.0328,88
body temp,70.3835,75
body temp,75.254,89
body temp,75.096,90
body temp,75.3189,88
body temp,74.985,88
body temp,69.9371,75
body temp,75.1716,89
body temp,75.313,88
body temp,75.0467,88
body temp,75.3189,89
body temp,69.7641,75
body temp,75.3865,90
body temp,75.4215,89
body temp,75.502,89
body temp,75.1945,89
body temp,75.3926,89
body temp,69.9912,75
body temp,75.2898,89
body temp,75.1896,87
body temp,70.4251,75
body temp,75.3173,89
body temp,74.8692,87
body temp,74.9909,88
body temp,69.8123,75
body temp,75.0759,89
body temp,75.2087,89
body temp,75.6184,90
body temp,75.4244,90
body temp,75.1659,89
body temp,74.9495,88
body temp,75.2502,88
body temp,75.5406,88
body temp,75.0665,90
body temp,75.1617,88
body temp,75.3529,89
body temp,74.9243,88
body temp,69.7716,74
body temp,75.3987,88
body temp,75.5898,89
body temp,75.5746,89
body temp,70.2557,75
body temp,75.3561,88
body temp,75.2539,89
body temp,75.1935,89
body temp,75.4539,88
body temp,75.2354,88
body temp,75.668,89
body temp,75.2537,89
body temp,75.1617,88
body temp,74.8306,88
body temp,75.1956,88
body temp,69.8247,74
body temp,75.0897,89
body temp,74.92,88
body temp,74.9908,87
body temp,75.2555,89
body temp,75.149,89
body temp,75.0828,89
body temp,74.7235,88
body temp,70.2082,75
body temp,75.193,89
body temp,75.0993,90
body temp,75.0823,88
body temp,75.3791,89
body temp,75.0729,89
body temp,75.3828,88
body temp,75.5571,90
body temp,75.3531,88
body temp,74.9493,88
body temp,75.5603,89
body temp,75.5985,89
body temp,75.1819,88
body temp,75.7617,90
body temp,75.5647,89
body temp,75.409,89
body temp,75.3882,88
body temp,75.4476,89
body temp,75.4027,89
body temp,75.2697,89
body temp,75.1481,89
body temp,75.4096,88
body temp,75.0532,89
body temp,75.1583,90
body temp,75.0907,89
body temp,74.7579,89
body temp,75.121,88
body temp,70.3901,75
body temp,74.9051,87
body temp,74.9192,88
body temp,69.4584,75
body temp,74.804,88
body temp,69.6331,75
body temp,75.452,90
body temp,69.6269,75
body temp,74.5535,89
body temp,69.4244,74
body temp,75.8323,87
body temp,69.5149,75
body temp,76.6033,88
body temp,69.062,74
body temp,75.5131,86
body temp,68.2739,74
body temp,75.0095,86
body temp,69.1199,74
body temp,75.3415,88
body temp,69.3114,74
body temp,76.2322,88
body temp,70.0047,75
body temp,75.1749,88
body temp,69.9906,75
body temp,77.4557,86
body temp,76.418,88
body temp,75.6612,88
body temp,76.6777,90
body temp,76.9408,89
body temp,75.586,89
body temp,68.4674,75
body temp,75.576,88
body temp,68.1746,74
body temp,75.6134,88
body temp,68.8963,74
body temp,75.8783,88
body temp,68.6684,74
body temp,75.5396,88
body temp,68.4335,74
body temp,75.6702,88
body temp,67.9125,74
body temp,75.7606,88
body temp,68.4472,74
body temp,76.4323,86
body temp,68.3984,74
body temp,75.6441,87
body temp,68.1394,74
body temp,75.6174,87
body temp,68.0262,74
body temp,76.7329,87
body temp,67.9062,74
body temp,75.8691,88
body temp,67.7724,74
body temp,75.3879,87
body temp,68.1375,75
body temp,75.6788,86
body temp,68.8627,74
body temp,76.9594,86
body temp,67.6888,75
body temp,76.5412,85
body temp,67.3101,74
body temp,76.7224,86
body temp,67.7739,74
body temp,76.4954,85
body temp,66.9791,73
body temp,76.4289,84
body temp,66.8956,73
body temp,76.5624,84
body temp,67.0181,74
body temp,76.3061,84
body temp,67.5991,74
body temp,76.3896,84
body temp,67.5465,74
body temp,76.762,86
body temp,67.7903,74
body temp,76.6625,86
body temp,67.7098,73
body temp,76.4765,86
body temp,68.4974,74
body temp,75.2654,83
body temp,63.8248,69
body temp,75.7292,82
body temp,69.0554,73
body temp,75.6786,84
body temp,65.8579,69
body temp,76.4068,84
body temp,68.8894,74
body temp,76.6051,83
body temp,68.7017,73
body temp,76.361,83
body temp,67.9593,73
body temp,76.4816,83
body temp,68.7442,73
body temp,76.8904,84
body temp,68.1238,73
body temp,76.7424,84
body temp,67.8553,74
body temp,75.8962,84
body temp,68.0212,73
body temp,76.2093,84
body temp,67.7161,73
body temp,75.3207,83
body temp,66.1697,72
body temp,74.9154,83
body temp,65.6907,72
body temp,75.1687,84
body temp,66.3544,71
body temp,65.6966,70
body temp,74.1488,82
body temp,66.0174,71
body temp,74.5898,82
body temp,66.0057,70
body temp,73.8896,83
body temp,66.2826,70
body temp,73.9607,81
body temp,66.2307,71
body temp,73.9451,81
body temp,66.4984,70
body temp,72.9167,77
body temp,66.9467,71
body temp,72.8181,80
body temp,66.4057,71
body temp,71.966,79
body temp,66.4105,71
body temp,71.8414,79
body temp,66.603,71
body temp,71.6113,80
body temp,66.2585,71
body temp,71.0277,77
body temp,66.0076,71
body temp,70.9325,79
body temp,66.2603,71
body temp,70.8664,78
body temp,66.7915,72
body temp,70.2918,76
body temp,66.0143,71
body temp,70.3466,77
body temp,66.8326,72
body temp,69.7472,74
body temp,66.1184,71
body temp,68.8344,73
body temp,67.3593,72
body temp,69.3078,72
body temp,66.2042,70
